"glm_scores","glm_class","rf_scores","rf_class","xgbTree_scores","xgbTree_class","nnet_scores","nnet_class"
"0.906169362513985","Good","0.95","Good","0.825060725212097","Bad","0.922333657049306","Good"
"0.796000909768297","Bad","0.958","Good","0.895694315433502","Good","0.880837990750716","Good"
"0.844172837175171","Good","0.978","Good","0.865839943289757","Good","0.849153573801298","Bad"
"0.925375780712333","Good","0.984","Good","0.950602691620588","Good","0.933555020073154","Good"
"0.894620222701502","Good","0.912","Bad","0.786081030964851","Bad","0.878693251930058","Good"
"0.846217193181932","Good","0.972","Good","0.824278190732002","Bad","0.863842653077939","Good"
"0.50121485336812","Bad","0.556","Bad","0.612927317619324","Bad","0.476993852318342","Bad"
"0.859918087230383","Good","0.996","Good","0.913511410355568","Good","0.883814016098133","Good"
"0.913842781403752","Good","0.992","Good","0.948239766061306","Good","0.917194641983651","Good"
"0.89895831807378","Good","0.78","Bad","0.849470257759094","Good","0.787159406534685","Bad"
"0.842106374868129","Bad","0.904","Bad","0.739597856998444","Bad","0.839858605514481","Bad"
"0.850240018430127","Good","0.968","Good","0.841187551617622","Good","0.88002047282499","Good"
"0.626617933151946","Bad","0.778","Bad","0.658733814954758","Bad","0.655120760826216","Bad"
"0.82020467535379","Bad","0.97","Good","0.824304670095444","Bad","0.846087792829887","Bad"
"0.900718613210639","Good","0.978","Good","0.899886175990105","Good","0.904754210249007","Good"
"0.929578640825463","Good","0.97","Good","0.883358739316463","Good","0.927432332009498","Good"
"0.842106374868129","Bad","0.964","Good","0.842087596654892","Good","0.851028800040141","Good"
"0.415411106658931","Bad","0.404","Bad","0.451609909534454","Bad","0.348567240836387","Bad"
"0.863640262210971","Good","0.982","Good","0.949186708778143","Good","0.896181172564011","Good"
"0.902107150279301","Good","0.992","Good","0.941091012209654","Good","0.908638476809943","Good"
"0.920943419423921","Good","0.994","Good","0.950234897434711","Good","0.92469528735225","Good"
"0.82020467535379","Bad","0.96","Good","0.856496170163155","Good","0.823541138181089","Bad"
"0.865469919092765","Good","0.982","Good","0.831372901797295","Bad","0.874925793581408","Good"
"0.859918087230383","Good","0.966","Good","0.876275807619095","Good","0.870029211073806","Good"
"0.884255389689082","Good","0.934","Bad","0.9502790607512","Good","0.865775528350987","Good"
"0.833617428584987","Bad","0.936","Bad","0.914561688899994","Good","0.854739211357528","Good"
"0.473209381067369","Bad","0.372","Bad","0.371160626411438","Bad","0.376213621544565","Bad"
