"glm_scores","glm_class","rf_scores","rf_class","xgbTree_scores","xgbTree_class","nnet_scores","nnet_class"
"1","Bad","0.762","Bad","0.639813005924225","Bad","0.656348365421787","Bad"
"1","Bad","0.966","Good","0.903493292629719","Good","0.890203494796696","Good"
"1","Bad","0.992","Good","0.947570078074932","Good","0.903266953803601","Good"
"1","Bad","0.978","Good","0.922419734299183","Good","0.868422622696709","Good"
"1","Bad","0.266","Bad","0.179723560810089","Bad","0.225646137657939","Bad"
"1","Bad","0.976","Good","0.870017126202583","Good","0.923806941144921","Good"
"1","Bad","0.914","Bad","0.820204049348831","Bad","0.864691576804016","Good"
"1","Bad","0.952","Good","0.860472053289413","Good","0.879352646788549","Good"
"1","Bad","0.944","Bad","0.882525958120823","Good","0.87450055859839","Good"
"1","Bad","0.782","Bad","0.753797829151154","Bad","0.633227870310786","Bad"
"2.22044604925031e-16","Bad","0.312","Bad","0.280598819255829","Bad","0.370158717547155","Bad"
"2.22044604925031e-16","Bad","0.276","Bad","0.186220228672028","Bad","0.205222595002549","Bad"
"2.22044604925031e-16","Bad","0.29","Bad","0.189182877540588","Bad","0.205058199836619","Bad"
"1","Bad","0.982","Good","0.866501063108444","Good","0.873259152282303","Good"
"1","Bad","0.946","Good","0.932383947074413","Good","0.956623252773728","Good"
"1","Bad","0.984","Good","0.92239236086607","Good","0.888127391902079","Good"
"1","Bad","0.956","Good","0.81245194375515","Bad","0.869908849800726","Good"
"1","Bad","0.826","Bad","0.884648025035858","Good","0.853653414705472","Good"
"1","Bad","0.984","Good","0.879635363817215","Good","0.894142467976826","Good"
"1","Bad","0.976","Good","0.805459767580032","Bad","0.927320001939622","Good"
"1","Bad","0.94","Bad","0.816374465823174","Bad","0.871492394195024","Good"
"1","Bad","0.734","Bad","0.461717903614044","Bad","0.641909985012134","Bad"
"1","Bad","0.784","Bad","0.843480065464973","Good","0.733239559771428","Bad"
"2.22044604925031e-16","Bad","0.472","Bad","0.580802917480469","Bad","0.572653121530695","Bad"
"1","Bad","0.958","Good","0.926743552088737","Good","0.889236807622563","Good"
"1","Bad","0.996","Good","0.963952634483576","Good","0.92665907084593","Good"
"1","Bad","0.988","Good","0.867935433983803","Good","0.863642451257041","Good"
"1","Bad","0.636","Bad","0.642423063516617","Bad","0.691437441913156","Bad"
"2.22044604925031e-16","Bad","0.154","Bad","0.171474397182465","Bad","0.18056432330901","Bad"
"1","Bad","0.38","Bad","0.426833391189575","Bad","0.33723451497884","Bad"
"1","Bad","0.86","Bad","0.814669713377953","Bad","0.841573086481283","Bad"
"1","Bad","0.954","Good","0.8826539888978","Good","0.906504986742318","Good"
"2.22044604925031e-16","Bad","0.192","Bad","0.233443677425385","Bad","0.231128322376911","Bad"
"2.22044604925031e-16","Bad","1","Good","0.959093164652586","Good","0.938090016264709","Good"
"1","Bad","0.702","Bad","0.791937485337257","Bad","0.793641626487159","Bad"
"1","Bad","0.958","Good","0.930985115468502","Good","0.922836831586093","Good"
"1","Bad","0.302","Bad","0.29378354549408","Bad","0.3329814558185","Bad"
"1","Bad","0.984","Good","0.86986917257309","Good","0.898647014777824","Good"
"1","Bad","0.988","Good","0.910460017621517","Good","0.864769140430364","Good"
"1","Bad","0.972","Good","0.90443392843008","Good","0.895703466996343","Good"
"1","Bad","0.952","Good","0.811181247234344","Bad","0.888920286249006","Good"
"1","Bad","1","Good","0.944139499217272","Good","0.918343777858545","Good"
"1","Bad","0.99","Good","0.880389794707298","Good","0.848285793357439","Bad"
"2.22044604925031e-16","Bad","0.44","Bad","0.117587566375732","Bad","0.511175735393655","Bad"
"2.22044604925031e-16","Bad","0.198","Bad","0.216949284076691","Bad","0.218558158298267","Bad"
"1","Bad","0.918","Bad","0.854406580328941","Good","0.789494446208574","Bad"
"1","Bad","0.996","Good","0.979325953871012","Good","0.920666903508793","Good"
"1","Bad","0.946","Good","0.886656127870083","Good","0.910771476728188","Good"
"1","Bad","0.998","Good","0.947162836790085","Good","0.889127770485296","Good"
"1","Bad","0.988","Good","0.903264231979847","Good","0.908399985352807","Good"
"2.22044604925031e-16","Bad","0.992","Good","0.96459873765707","Good","0.939624914370527","Good"
"1","Bad","0.946","Good","0.903633296489716","Good","0.885344316140852","Good"
"1","Bad","0.988","Good","0.895110554993153","Good","0.900019417210838","Good"
"1","Bad","0.998","Good","0.931001797318459","Good","0.912280102754479","Good"
"1","Bad","0.972","Good","0.905981652438641","Good","0.907943734571926","Good"
"1","Bad","0.348","Bad","0.332853138446808","Bad","0.405984816058652","Bad"
"1","Bad","0.978","Good","0.853711128234863","Good","0.875858931008052","Good"
"2.22044604925031e-16","Bad","0.148","Bad","0.179756939411163","Bad","0.178015296156594","Bad"
"1","Bad","0.3","Bad","0.790666580200195","Bad","0.415437740721513","Bad"
"1","Bad","0.802","Bad","0.555188894271851","Bad","0.630804171567252","Bad"
"1","Bad","0.97","Good","0.844463527202606","Good","0.879527292763451","Good"
"1","Bad","0.332","Bad","0.378332614898682","Bad","0.37242251008951","Bad"
"1","Bad","0.97","Good","0.922201119363308","Good","0.896271664499126","Good"
"1","Bad","0.954","Good","0.809919402003288","Bad","0.877663096931689","Good"
"2.22044604925031e-16","Bad","0.998","Good","0.963182538747787","Good","0.945438389150139","Good"
