"glm_scores","glm_class","rf_scores","rf_class","xgbTree_scores","xgbTree_class","nnet_scores","nnet_class"
"0.840229020742897","Good","0.718","Bad","0.72365802526474","Bad","0.696585423285289","Bad"
"0.811704239993685","Bad","0.782","Bad","0.79520645737648","Bad","0.805099440535507","Bad"
"0.848441968082326","Good","0.89","Good","0.86739307641983","Good","0.859706339889674","Good"
"0.866106635198211","Good","0.766","Bad","0.735050201416016","Bad","0.818486541207535","Bad"
"0.826119418655022","Bad","0.772","Bad","0.704432159662247","Bad","0.845369484966999","Bad"
"0.834915159573322","Bad","0.874","Good","0.866533175110817","Good","0.873517545260691","Good"
"0.763654428523268","Bad","0.782","Bad","0.737523436546326","Bad","0.758870966529853","Bad"
"0.642381212843027","Bad","0.794","Bad","0.658003866672516","Bad","0.622994012993909","Bad"
"0.660384433257607","Bad","0.468","Bad","0.441123902797699","Bad","0.480517288547415","Bad"
"0.945689602750874","Good","0.988","Good","0.974689451977611","Good","0.954579322369022","Good"
"0.743498066588749","Bad","0.652","Bad","0.827231630682945","Bad","0.777378388336519","Bad"
"0.880568392400157","Good","0.988","Good","0.93189848959446","Good","0.918969945670843","Good"
"0.677425253494278","Bad","0.724","Bad","0.781760543584824","Bad","0.698511864195415","Bad"
"0.845403507434327","Good","0.718","Bad","0.750808477401733","Bad","0.848635981783737","Good"
"0.936851900731488","Good","0.97","Good","0.97572829015553","Good","0.946920739721625","Good"
"0.300288109447128","Bad","0.436","Bad","0.350225627422333","Bad","0.371139942616015","Bad"
"0.900509794416809","Good","0.92","Good","0.916974022984505","Good","0.905395653381302","Good"
"0.903615460849477","Good","0.93","Good","0.932051330804825","Good","0.920881014970832","Good"
"0.850191647336755","Good","0.98","Good","0.953711561858654","Good","0.85123568943593","Good"
"0.825557585973633","Bad","0.802","Bad","0.830622389912605","Good","0.801234311928652","Bad"
"0.830012285857461","Bad","0.904","Good","0.885637804865837","Good","0.810072348060988","Bad"
"0.936155055169489","Good","0.916","Good","0.932489469647408","Good","0.936310712638294","Good"
"0.900159278105513","Good","0.844","Good","0.92837592959404","Good","0.910009741278982","Good"
"0.15215415453468","Bad","0.186","Bad","0.145291447639465","Bad","0.271944606267963","Bad"
"0.81928274718638","Bad","0.826","Good","0.785158112645149","Bad","0.798343102933216","Bad"
"0.438056195193847","Bad","0.454","Bad","0.594629466533661","Bad","0.43780775278405","Bad"
"0.85266228391196","Good","0.686","Bad","0.825088500976562","Bad","0.844577399869519","Bad"
"0.8736220238851","Good","0.938","Good","0.935813389718533","Good","0.888174827617304","Good"
"0.86474181957052","Good","0.892","Good","0.861808836460114","Good","0.87131959540619","Good"
"0.906137061820019","Good","0.948","Good","0.920889884233475","Good","0.896962190231049","Good"
"0.884216509113214","Good","0.968","Good","0.929467260837555","Good","0.889104549960014","Good"
"0.418167317252233","Bad","0.306","Bad","0.424160361289978","Bad","0.326263922499647","Bad"
"0.886003998285219","Good","0.912","Good","0.865107089281082","Good","0.876602905332786","Good"
"0.928393966489511","Good","0.82","Bad","0.914121955633163","Good","0.929020936780627","Good"
"0.203651440310119","Bad","0.312","Bad","0.355664968490601","Bad","0.302436740230012","Bad"
"0.400976405250847","Bad","0.562","Bad","0.43124794960022","Bad","0.351142160402178","Bad"
"0.883414279568874","Good","0.922","Good","0.8650833517313","Good","0.89409134829554","Good"
"0.885013937003888","Good","0.836","Good","0.826098620891571","Bad","0.858305414989697","Good"
"0.839440864597216","Good","0.952","Good","0.894923135638237","Good","0.825173266571713","Bad"
"0.836256774971224","Bad","0.848","Good","0.753975346684456","Bad","0.842849217768935","Bad"
"0.63517073001408","Bad","0.86","Good","0.726542890071869","Bad","0.674020225598136","Bad"
"0.850688489752142","Good","0.82","Bad","0.743435710668564","Bad","0.865348383707634","Good"
"0.860107497269584","Good","0.746","Bad","0.876623600721359","Good","0.887260205341424","Good"
"0.801589929199177","Bad","0.9","Good","0.89648874104023","Good","0.830197030712521","Bad"
"0.829736538110495","Bad","0.784","Bad","0.820145323872566","Bad","0.862877614127424","Good"
"0.772906102820423","Bad","0.762","Bad","0.505804777145386","Bad","0.668582563809155","Bad"
"0.89084350766538","Good","0.954","Good","0.877278953790665","Good","0.880299419520382","Good"
"0.857502386903665","Good","0.834","Good","0.819838389754295","Bad","0.861258833634256","Good"
"0.835721183943679","Bad","0.738","Bad","0.75767657160759","Bad","0.838473839688465","Bad"
